English,Tovian,IPA,Roots
auxiliary-form: 3rd (explicit) subjunctive middle perfect (present),awimolha, / aw.im.ˈoɬ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle progressive (future),awimoso, / aw.im.ˈos.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle progressive (past),awimose, / aw.im.ˈos.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle progressive (present),awimosa, / aw.im.ˈos.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle remote (future),awimoho, / aw.im.ˈoh.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle remote (past),awimohe, / aw.im.ˈoh.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle remote (present),awimoha, / aw.im.ˈoh.a / ,_
auxiliary-form: 3rd (explicit) subjunctive middle simple (future),awimofo, / aw.im.ˈof.o / ,_
auxiliary-form: 3rd (explicit) subjunctive middle simple (past),awimofe, / aw.im.ˈof.e / ,_
auxiliary-form: 3rd (explicit) subjunctive middle simple (present),awimofa, / aw.im.ˈof.a / ,_
auxiliary-form: 3rd (explicit) subjunctive near (future),awitlo, / aw.ˈiƛ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive near (past),awitle, / aw.ˈiƛ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive near (present),awitla, / aw.ˈiƛ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive cessative (future),awipapo, / aw.ip.ˈap.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive cessative (past),awipape, / aw.ip.ˈap.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive cessative (present),awipapa, / aw.ip.ˈap.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive continuous (future),awipasho, / aw.ip.ˈaʃ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive continuous (past),awipashe, / aw.ip.ˈaʃ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive continuous (present),awipasha, / aw.ip.ˈaʃ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive habitual (future),awipamo, / aw.ip.ˈam.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive habitual (past),awipame, / aw.ip.ˈam.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive habitual (present),awipama, / aw.ip.ˈam.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive immediate (future),awipako, / aw.ip.ˈak.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive immediate (past),awipake, / aw.ip.ˈak.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive immediate (present),awipaka, / aw.ip.ˈak.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive imperfective (future),awipatho, / aw.ip.ˈaθ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive imperfective (past),awipathe, / aw.ip.ˈaθ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive imperfective (present),awipatha, / aw.ip.ˈaθ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive inceptive (future),awipayo, / aw.ip.ˈaj.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive inceptive (past),awipaye, / aw.ip.ˈaj.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive inceptive (present),awipaya, / aw.ip.ˈaj.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive iterative (future),awipano, / aw.ip.ˈan.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive iterative (past),awipane, / aw.ip.ˈan.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive iterative (present),awipana, / aw.ip.ˈan.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive near (future),awipatlo, / aw.ip.ˈaƛ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive near (past),awipatle, / aw.ip.ˈaƛ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive near (present),awipatla, / aw.ip.ˈaƛ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive perfect (future),awipalho, / aw.ip.ˈaɬ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive perfect (past),awipalhe, / aw.ip.ˈaɬ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive perfect (present),awipalha, / aw.ip.ˈaɬ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive progressive (future),awipaso, / aw.ip.ˈas.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive progressive (past),awipase, / aw.ip.ˈas.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive progressive (present),awipasa, / aw.ip.ˈas.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive remote (future),awipaho, / aw.ip.ˈah.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive remote (past),awipahe, / aw.ip.ˈah.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive remote (present),awipaha, / aw.ip.ˈah.a / ,_
auxiliary-form: 3rd (explicit) subjunctive passive simple (future),awipafo, / aw.ip.ˈaf.o / ,_
auxiliary-form: 3rd (explicit) subjunctive passive simple (past),awipafe, / aw.ip.ˈaf.e / ,_
auxiliary-form: 3rd (explicit) subjunctive passive simple (present),awipafa, / aw.ip.ˈaf.a / ,_
auxiliary-form: 3rd (explicit) subjunctive perfect (future),awilho, / aw.ˈiɬ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive perfect (past),awilhe, / aw.ˈiɬ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive perfect (present),awilha, / aw.ˈiɬ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive progressive (future),awiso, / aw.ˈis.o / ,_
auxiliary-form: 3rd (explicit) subjunctive progressive (past),awise, / aw.ˈis.e / ,_
auxiliary-form: 3rd (explicit) subjunctive progressive (present),awisa, / aw.ˈis.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal cessative (future),awirapo, / aw.ir.ˈap.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal cessative (past),awirape, / aw.ir.ˈap.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal cessative (present),awirapa, / aw.ir.ˈap.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal continuous (future),awirasho, / aw.ir.ˈaʃ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal continuous (past),awirashe, / aw.ir.ˈaʃ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal continuous (present),awirasha, / aw.ir.ˈaʃ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal habitual (future),awiramo, / aw.ir.ˈam.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal habitual (past),awirame, / aw.ir.ˈam.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal habitual (present),awirama, / aw.ir.ˈam.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal immediate (future),awirako, / aw.ir.ˈak.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal immediate (past),awirake, / aw.ir.ˈak.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal immediate (present),awiraka, / aw.ir.ˈak.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal imperfective (future),awiratho, / aw.ir.ˈaθ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal imperfective (past),awirathe, / aw.ir.ˈaθ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal imperfective (present),awiratha, / aw.ir.ˈaθ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal inceptive (future),awirayo, / aw.ir.ˈaj.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal inceptive (past),awiraye, / aw.ir.ˈaj.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal inceptive (present),awiraya, / aw.ir.ˈaj.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal iterative (future),awirano, / aw.ir.ˈan.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal iterative (past),awirane, / aw.ir.ˈan.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal iterative (present),awirana, / aw.ir.ˈan.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal near (future),awiratlo, / aw.ir.ˈaƛ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal near (past),awiratle, / aw.ir.ˈaƛ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal near (present),awiratla, / aw.ir.ˈaƛ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal perfect (future),awiralho, / aw.ir.ˈaɬ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal perfect (past),awiralhe, / aw.ir.ˈaɬ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal perfect (present),awiralha, / aw.ir.ˈaɬ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal progressive (future),awiraso, / aw.ir.ˈas.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal progressive (past),awirase, / aw.ir.ˈas.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal progressive (present),awirasa, / aw.ir.ˈas.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal remote (future),awiraho, / aw.ir.ˈah.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal remote (past),awirahe, / aw.ir.ˈah.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal remote (present),awiraha, / aw.ir.ˈah.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal simple (future),awirafo, / aw.ir.ˈaf.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal simple (past),awirafe, / aw.ir.ˈaf.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reciprocal simple (present),awirafa, / aw.ir.ˈaf.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive cessative (future),awitepo, / aw.it.ˈep.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive cessative (past),awitepe, / aw.it.ˈep.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive cessative (present),awitepa, / aw.it.ˈep.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive continuous (future),awitesho, / aw.it.ˈeʃ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive continuous (past),awiteshe, / aw.it.ˈeʃ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive continuous (present),awitesha, / aw.it.ˈeʃ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive habitual (future),awitemo, / aw.it.ˈem.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive habitual (past),awiteme, / aw.it.ˈem.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive habitual (present),awitema, / aw.it.ˈem.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive immediate (future),awiteko, / aw.it.ˈek.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive immediate (past),awiteke, / aw.it.ˈek.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive immediate (present),awiteka, / aw.it.ˈek.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive imperfective (future),awitetho, / aw.it.ˈeθ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive imperfective (past),awitethe, / aw.it.ˈeθ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive imperfective (present),awitetha, / aw.it.ˈeθ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive inceptive (future),awiteyo, / aw.it.ˈej.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive inceptive (past),awiteye, / aw.it.ˈej.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive inceptive (present),awiteya, / aw.it.ˈej.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive iterative (future),awiteno, / aw.it.ˈen.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive iterative (past),awitene, / aw.it.ˈen.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive iterative (present),awitena, / aw.it.ˈen.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive near (future),awitetlo, / aw.it.ˈeƛ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive near (past),awitetle, / aw.it.ˈeƛ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive near (present),awitetla, / aw.it.ˈeƛ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive perfect (future),awitelho, / aw.it.ˈeɬ.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive perfect (past),awitelhe, / aw.it.ˈeɬ.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive perfect (present),awitelha, / aw.it.ˈeɬ.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive progressive (future),awiteso, / aw.it.ˈes.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive progressive (past),awitese, / aw.it.ˈes.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive progressive (present),awitesa, / aw.it.ˈes.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive remote (future),awiteho, / aw.it.ˈeh.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive remote (past),awitehe, / aw.it.ˈeh.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive remote (present),awiteha, / aw.it.ˈeh.a / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive simple (future),awitefo, / aw.it.ˈef.o / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive simple (past),awitefe, / aw.it.ˈef.e / ,_
auxiliary-form: 3rd (explicit) subjunctive reflexive simple (present),awitefa, / aw.it.ˈef.a / ,_
auxiliary-form: 3rd (explicit) subjunctive remote (future),awiho, / aw.ˈih.o / ,_
auxiliary-form: 3rd (explicit) subjunctive remote (past),awihe, / aw.ˈih.e / ,_
auxiliary-form: 3rd (explicit) subjunctive remote (present),awiha, / aw.ˈih.a / ,_
auxiliary-form: 3rd (explicit) subjunctive simple (future),awifo, / aw.ˈif.o / ,_
auxiliary-form: 3rd (explicit) subjunctive simple (past),awife, / aw.ˈif.e / ,_
auxiliary-form: 3rd (explicit) subjunctive simple (present),awifa, / aw.ˈif.a / ,_
auxiliary-form: 3rd causative cessative (future),kepo, / kˈep.o / ,_
auxiliary-form: 3rd causative cessative (past),kepe, / kˈep.e / ,_
auxiliary-form: 3rd causative cessative (present),kepa, / kˈep.a / ,_
auxiliary-form: 3rd causative continuous (future),kesho, / kˈeʃ.o / ,_
auxiliary-form: 3rd causative continuous (past),keshe, / kˈeʃ.e / ,_
auxiliary-form: 3rd causative continuous (present),kesha, / kˈeʃ.a / ,_
auxiliary-form: 3rd causative habitual (future),kemo, / kˈem.o / ,_
auxiliary-form: 3rd causative habitual (past),keme, / kˈem.e / ,_
auxiliary-form: 3rd causative habitual (present),kema, / kˈem.a / ,_
auxiliary-form: 3rd causative immediate (future),keko, / kˈek.o / ,_
auxiliary-form: 3rd causative immediate (past),keke, / kˈek.e / ,_
auxiliary-form: 3rd causative immediate (present),keka, / kˈek.a / ,_
auxiliary-form: 3rd causative imperfective (future),ketho, / kˈeθ.o / ,_
auxiliary-form: 3rd causative imperfective (past),kethe, / kˈeθ.e / ,_
auxiliary-form: 3rd causative imperfective (present),ketha, / kˈeθ.a / ,_
auxiliary-form: 3rd causative inceptive (future),keyo, / kˈej.o / ,_
auxiliary-form: 3rd causative inceptive (past),keye, / kˈej.e / ,_
auxiliary-form: 3rd causative inceptive (present),keya, / kˈej.a / ,_
auxiliary-form: 3rd causative iterative (future),keno, / kˈen.o / ,_
auxiliary-form: 3rd causative iterative (past),kene, / kˈen.e / ,_
auxiliary-form: 3rd causative iterative (present),kena, / kˈen.a / ,_
auxiliary-form: 3rd causative near (future),ketlo, / kˈeƛ.o / ,_
auxiliary-form: 3rd causative near (past),ketle, / kˈeƛ.e / ,_
auxiliary-form: 3rd causative near (present),ketla, / kˈeƛ.a / ,_
auxiliary-form: 3rd causative perfect (future),kelho, / kˈeɬ.o / ,_
auxiliary-form: 3rd causative perfect (past),kelhe, / kˈeɬ.e / ,_
auxiliary-form: 3rd causative perfect (present),kelha, / kˈeɬ.a / ,_
auxiliary-form: 3rd causative progressive (future),keso, / kˈes.o / ,_
auxiliary-form: 3rd causative progressive (past),kese, / kˈes.e / ,_
auxiliary-form: 3rd causative progressive (present),kesa, / kˈes.a / ,_
auxiliary-form: 3rd causative remote (future),keho, / kˈeh.o / ,_
auxiliary-form: 3rd causative remote (past),kehe, / kˈeh.e / ,_
auxiliary-form: 3rd causative remote (present),keha, / kˈeh.a / ,_
auxiliary-form: 3rd causative simple (future),kefo, / kˈef.o / ,_
auxiliary-form: 3rd causative simple (past),kefe, / kˈef.e / ,_
auxiliary-form: 3rd causative simple (present),kefa, / kˈef.a / ,_
auxiliary-form: 3rd cessative (future),po, / pˈo / ,_
auxiliary-form: 3rd cessative (past),pe, / pˈe / ,_
auxiliary-form: 3rd cessative (present),pa, / pˈa / ,_
auxiliary-form: 3rd conditional causative cessative (future),kokepo, / kok.ˈep.o / ,_
auxiliary-form: 3rd conditional causative cessative (past),kokepe, / kok.ˈep.e / ,_
auxiliary-form: 3rd conditional causative cessative (present),kokepa, / kok.ˈep.a / ,_
auxiliary-form: 3rd conditional causative continuous (future),kokesho, / kok.ˈeʃ.o / ,_
auxiliary-form: 3rd conditional causative continuous (past),kokeshe, / kok.ˈeʃ.e / ,_
auxiliary-form: 3rd conditional causative continuous (present),kokesha, / kok.ˈeʃ.a / ,_
auxiliary-form: 3rd conditional causative habitual (future),kokemo, / kok.ˈem.o / ,_
auxiliary-form: 3rd conditional causative habitual (past),kokeme, / kok.ˈem.e / ,_
auxiliary-form: 3rd conditional causative habitual (present),kokema, / kok.ˈem.a / ,_
auxiliary-form: 3rd conditional causative immediate (future),kokeko, / kok.ˈek.o / ,_
auxiliary-form: 3rd conditional causative immediate (past),kokeke, / kok.ˈek.e / ,_
auxiliary-form: 3rd conditional causative immediate (present),kokeka, / kok.ˈek.a / ,_
auxiliary-form: 3rd conditional causative imperfective (future),koketho, / kok.ˈeθ.o / ,_
auxiliary-form: 3rd conditional causative imperfective (past),kokethe, / kok.ˈeθ.e / ,_
auxiliary-form: 3rd conditional causative imperfective (present),koketha, / kok.ˈeθ.a / ,_
auxiliary-form: 3rd conditional causative inceptive (future),kokeyo, / kok.ˈej.o / ,_
auxiliary-form: 3rd conditional causative inceptive (past),kokeye, / kok.ˈej.e / ,_
auxiliary-form: 3rd conditional causative inceptive (present),kokeya, / kok.ˈej.a / ,_
auxiliary-form: 3rd conditional causative iterative (future),kokeno, / kok.ˈen.o / ,_
auxiliary-form: 3rd conditional causative iterative (past),kokene, / kok.ˈen.e / ,_
auxiliary-form: 3rd conditional causative iterative (present),kokena, / kok.ˈen.a / ,_
auxiliary-form: 3rd conditional causative near (future),koketlo, / kok.ˈeƛ.o / ,_
auxiliary-form: 3rd conditional causative near (past),koketle, / kok.ˈeƛ.e / ,_
auxiliary-form: 3rd conditional causative near (present),koketla, / kok.ˈeƛ.a / ,_
auxiliary-form: 3rd conditional causative perfect (future),kokelho, / kok.ˈeɬ.o / ,_
auxiliary-form: 3rd conditional causative perfect (past),kokelhe, / kok.ˈeɬ.e / ,_
auxiliary-form: 3rd conditional causative perfect (present),kokelha, / kok.ˈeɬ.a / ,_
auxiliary-form: 3rd conditional causative progressive (future),kokeso, / kok.ˈes.o / ,_
auxiliary-form: 3rd conditional causative progressive (past),kokese, / kok.ˈes.e / ,_
auxiliary-form: 3rd conditional causative progressive (present),kokesa, / kok.ˈes.a / ,_
auxiliary-form: 3rd conditional causative remote (future),kokeho, / kok.ˈeh.o / ,_
auxiliary-form: 3rd conditional causative remote (past),kokehe, / kok.ˈeh.e / ,_
auxiliary-form: 3rd conditional causative remote (present),kokeha, / kok.ˈeh.a / ,_
auxiliary-form: 3rd conditional causative simple (future),kokefo, / kok.ˈef.o / ,_
auxiliary-form: 3rd conditional causative simple (past),kokefe, / kok.ˈef.e / ,_
auxiliary-form: 3rd conditional causative simple (present),kokefa, / kok.ˈef.a / ,_
auxiliary-form: 3rd conditional cessative (future),kopo, / kˈop.o / ,_
auxiliary-form: 3rd conditional cessative (past),kope, / kˈop.e / ,_
auxiliary-form: 3rd conditional cessative (present),kopa, / kˈop.a / ,_
auxiliary-form: 3rd conditional continuous (future),kosho, / kˈoʃ.o / ,_
auxiliary-form: 3rd conditional continuous (past),koshe, / kˈoʃ.e / ,_
auxiliary-form: 3rd conditional continuous (present),kosha, / kˈoʃ.a / ,_
auxiliary-form: 3rd conditional habitual (future),komo, / kˈom.o / ,_
auxiliary-form: 3rd conditional habitual (past),kome, / kˈom.e / ,_
auxiliary-form: 3rd conditional habitual (present),koma, / kˈom.a / ,_
