english,tovian,tovian_ipa,gloss
aux_3X_sbj_cau_nea_prs,awiketla,aw.ik.ˈeƛ.a,auxiliary-form: 3rd (explicit) subjunctive causative near (present)
aux_3X_sbj_cau_nea_fut,awiketlo,aw.ik.ˈeƛ.o,auxiliary-form: 3rd (explicit) subjunctive causative near (future)
aux_3X_sbj_cau_imm_pst,awikeke,aw.ik.ˈek.e,auxiliary-form: 3rd (explicit) subjunctive causative immediate (past)
aux_3X_sbj_cau_imm_prs,awikeka,aw.ik.ˈek.a,auxiliary-form: 3rd (explicit) subjunctive causative immediate (present)
aux_3X_sbj_cau_imm_fut,awikeko,aw.ik.ˈek.o,auxiliary-form: 3rd (explicit) subjunctive causative immediate (future)
aux_3X_sbj_cau_hab_pst,awikeme,aw.ik.ˈem.e,auxiliary-form: 3rd (explicit) subjunctive causative habitual (past)
aux_3X_sbj_cau_hab_prs,awikema,aw.ik.ˈem.a,auxiliary-form: 3rd (explicit) subjunctive causative habitual (present)
aux_3X_sbj_cau_hab_fut,awikemo,aw.ik.ˈem.o,auxiliary-form: 3rd (explicit) subjunctive causative habitual (future)
aux_3X_sbj_cau_pro_pst,awikese,aw.ik.ˈes.e,auxiliary-form: 3rd (explicit) subjunctive causative progressive (past)
aux_3X_sbj_cau_pro_prs,awikesa,aw.ik.ˈes.a,auxiliary-form: 3rd (explicit) subjunctive causative progressive (present)
aux_3X_sbj_cau_pro_fut,awikeso,aw.ik.ˈes.o,auxiliary-form: 3rd (explicit) subjunctive causative progressive (future)
aux_3X_sbj_cau_cnt_pst,awikeshe,aw.ik.ˈeʃ.e,auxiliary-form: 3rd (explicit) subjunctive causative continuous (past)
aux_3X_sbj_cau_cnt_prs,awikesha,aw.ik.ˈeʃ.a,auxiliary-form: 3rd (explicit) subjunctive causative continuous (present)
aux_3X_sbj_cau_cnt_fut,awikesho,aw.ik.ˈeʃ.o,auxiliary-form: 3rd (explicit) subjunctive causative continuous (future)
aux_3X_sbj_cau_itr_pst,awikene,aw.ik.ˈen.e,auxiliary-form: 3rd (explicit) subjunctive causative iterative (past)
aux_3X_sbj_cau_itr_prs,awikena,aw.ik.ˈen.a,auxiliary-form: 3rd (explicit) subjunctive causative iterative (present)
aux_3X_sbj_cau_itr_fut,awikeno,aw.ik.ˈen.o,auxiliary-form: 3rd (explicit) subjunctive causative iterative (future)
aux_3X_sbj_cau_inc_pst,awikeye,aw.ik.ˈej.e,auxiliary-form: 3rd (explicit) subjunctive causative inceptive (past)
aux_3X_sbj_cau_inc_prs,awikeya,aw.ik.ˈej.a,auxiliary-form: 3rd (explicit) subjunctive causative inceptive (present)
aux_3X_sbj_cau_inc_fut,awikeyo,aw.ik.ˈej.o,auxiliary-form: 3rd (explicit) subjunctive causative inceptive (future)
aux_3X_sbj_cau_ces_pst,awikepe,aw.ik.ˈep.e,auxiliary-form: 3rd (explicit) subjunctive causative cessative (past)
aux_3X_sbj_cau_ces_prs,awikepa,aw.ik.ˈep.a,auxiliary-form: 3rd (explicit) subjunctive causative cessative (present)
aux_3X_sbj_cau_ces_fut,awikepo,aw.ik.ˈep.o,auxiliary-form: 3rd (explicit) subjunctive causative cessative (future)
aux_3X_sbj_cau_rem_pst,awikehe,aw.ik.ˈeh.e,auxiliary-form: 3rd (explicit) subjunctive causative remote (past)
aux_3X_sbj_cau_rem_prs,awikeha,aw.ik.ˈeh.a,auxiliary-form: 3rd (explicit) subjunctive causative remote (present)
aux_3X_sbj_cau_rem_fut,awikeho,aw.ik.ˈeh.o,auxiliary-form: 3rd (explicit) subjunctive causative remote (future)
aux_3X_sbj_rec_sim_pst,awirafe,aw.ir.ˈaf.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal simple (past)
aux_3X_sbj_rec_sim_prs,awirafa,aw.ir.ˈaf.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal simple (present)
aux_3X_sbj_rec_sim_fut,awirafo,aw.ir.ˈaf.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal simple (future)
aux_3X_sbj_rec_ipf_pst,awirathe,aw.ir.ˈaθ.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal imperfective (past)
aux_3X_sbj_rec_ipf_prs,awiratha,aw.ir.ˈaθ.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal imperfective (present)
aux_3X_sbj_rec_ipf_fut,awiratho,aw.ir.ˈaθ.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal imperfective (future)
aux_3X_sbj_rec_prf_pst,awiralhe,aw.ir.ˈaɬ.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal perfect (past)
aux_3X_sbj_rec_prf_prs,awiralha,aw.ir.ˈaɬ.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal perfect (present)
aux_3X_sbj_rec_prf_fut,awiralho,aw.ir.ˈaɬ.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal perfect (future)
aux_3X_sbj_rec_nea_pst,awiratle,aw.ir.ˈaƛ.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal near (past)
aux_3X_sbj_rec_nea_prs,awiratla,aw.ir.ˈaƛ.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal near (present)
aux_3X_sbj_rec_nea_fut,awiratlo,aw.ir.ˈaƛ.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal near (future)
aux_3X_sbj_rec_imm_pst,awirake,aw.ir.ˈak.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal immediate (past)
aux_3X_sbj_rec_imm_prs,awiraka,aw.ir.ˈak.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal immediate (present)
aux_3X_sbj_rec_imm_fut,awirako,aw.ir.ˈak.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal immediate (future)
aux_3X_sbj_rec_hab_pst,awirame,aw.ir.ˈam.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal habitual (past)
aux_3X_sbj_rec_hab_prs,awirama,aw.ir.ˈam.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal habitual (present)
aux_3X_sbj_rec_hab_fut,awiramo,aw.ir.ˈam.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal habitual (future)
aux_3X_sbj_rec_pro_pst,awirase,aw.ir.ˈas.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal progressive (past)
aux_3X_sbj_rec_pro_prs,awirasa,aw.ir.ˈas.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal progressive (present)
aux_3X_sbj_rec_pro_fut,awiraso,aw.ir.ˈas.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal progressive (future)
aux_3X_sbj_rec_cnt_pst,awirashe,aw.ir.ˈaʃ.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal continuous (past)
aux_3X_sbj_rec_cnt_prs,awirasha,aw.ir.ˈaʃ.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal continuous (present)
aux_3X_sbj_rec_cnt_fut,awirasho,aw.ir.ˈaʃ.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal continuous (future)
aux_3X_sbj_rec_itr_pst,awirane,aw.ir.ˈan.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal iterative (past)
aux_3X_sbj_rec_itr_prs,awirana,aw.ir.ˈan.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal iterative (present)
aux_3X_sbj_rec_itr_fut,awirano,aw.ir.ˈan.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal iterative (future)
aux_3X_sbj_rec_inc_pst,awiraye,aw.ir.ˈaj.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal inceptive (past)
aux_3X_sbj_rec_inc_prs,awiraya,aw.ir.ˈaj.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal inceptive (present)
aux_3X_sbj_rec_inc_fut,awirayo,aw.ir.ˈaj.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal inceptive (future)
aux_3X_sbj_rec_ces_pst,awirape,aw.ir.ˈap.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal cessative (past)
aux_3X_sbj_rec_ces_prs,awirapa,aw.ir.ˈap.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal cessative (present)
aux_3X_sbj_rec_ces_fut,awirapo,aw.ir.ˈap.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal cessative (future)
aux_3X_sbj_rec_rem_pst,awirahe,aw.ir.ˈah.e,auxiliary-form: 3rd (explicit) subjunctive reciprocal remote (past)
aux_3X_sbj_rec_rem_prs,awiraha,aw.ir.ˈah.a,auxiliary-form: 3rd (explicit) subjunctive reciprocal remote (present)
aux_3X_sbj_rec_rem_fut,awiraho,aw.ir.ˈah.o,auxiliary-form: 3rd (explicit) subjunctive reciprocal remote (future)
aux_3X_imp_sim_pst,asefe,as.ˈef.e,auxiliary-form: 3rd (explicit) imperative simple (past)
aux_3X_imp_sim_prs,asefa,as.ˈef.a,auxiliary-form: 3rd (explicit) imperative simple (present)
aux_3X_imp_sim_fut,asefo,as.ˈef.o,auxiliary-form: 3rd (explicit) imperative simple (future)
aux_3X_imp_ipf_pst,asethe,as.ˈeθ.e,auxiliary-form: 3rd (explicit) imperative imperfective (past)
aux_3X_imp_ipf_prs,asetha,as.ˈeθ.a,auxiliary-form: 3rd (explicit) imperative imperfective (present)
aux_3X_imp_ipf_fut,asetho,as.ˈeθ.o,auxiliary-form: 3rd (explicit) imperative imperfective (future)
aux_3X_imp_prf_pst,aselhe,as.ˈeɬ.e,auxiliary-form: 3rd (explicit) imperative perfect (past)
aux_3X_imp_prf_prs,aselha,as.ˈeɬ.a,auxiliary-form: 3rd (explicit) imperative perfect (present)
aux_3X_imp_prf_fut,aselho,as.ˈeɬ.o,auxiliary-form: 3rd (explicit) imperative perfect (future)
aux_3X_imp_nea_pst,asetle,as.ˈeƛ.e,auxiliary-form: 3rd (explicit) imperative near (past)
aux_3X_imp_nea_prs,asetla,as.ˈeƛ.a,auxiliary-form: 3rd (explicit) imperative near (present)
aux_3X_imp_nea_fut,asetlo,as.ˈeƛ.o,auxiliary-form: 3rd (explicit) imperative near (future)
aux_3X_imp_imm_pst,aseke,as.ˈek.e,auxiliary-form: 3rd (explicit) imperative immediate (past)
aux_3X_imp_imm_prs,aseka,as.ˈek.a,auxiliary-form: 3rd (explicit) imperative immediate (present)
aux_3X_imp_imm_fut,aseko,as.ˈek.o,auxiliary-form: 3rd (explicit) imperative immediate (future)
aux_3X_imp_hab_pst,aseme,as.ˈem.e,auxiliary-form: 3rd (explicit) imperative habitual (past)
aux_3X_imp_hab_prs,asema,as.ˈem.a,auxiliary-form: 3rd (explicit) imperative habitual (present)
aux_3X_imp_hab_fut,asemo,as.ˈem.o,auxiliary-form: 3rd (explicit) imperative habitual (future)
aux_3X_imp_pro_pst,asese,as.ˈes.e,auxiliary-form: 3rd (explicit) imperative progressive (past)
aux_3X_imp_pro_prs,asesa,as.ˈes.a,auxiliary-form: 3rd (explicit) imperative progressive (present)
aux_3X_imp_pro_fut,aseso,as.ˈes.o,auxiliary-form: 3rd (explicit) imperative progressive (future)
aux_3X_imp_cnt_pst,aseshe,as.ˈeʃ.e,auxiliary-form: 3rd (explicit) imperative continuous (past)
aux_3X_imp_cnt_prs,asesha,as.ˈeʃ.a,auxiliary-form: 3rd (explicit) imperative continuous (present)
aux_3X_imp_cnt_fut,asesho,as.ˈeʃ.o,auxiliary-form: 3rd (explicit) imperative continuous (future)
aux_3X_imp_itr_pst,asene,as.ˈen.e,auxiliary-form: 3rd (explicit) imperative iterative (past)
aux_3X_imp_itr_prs,asena,as.ˈen.a,auxiliary-form: 3rd (explicit) imperative iterative (present)
aux_3X_imp_itr_fut,aseno,as.ˈen.o,auxiliary-form: 3rd (explicit) imperative iterative (future)
aux_3X_imp_inc_pst,aseye,as.ˈej.e,auxiliary-form: 3rd (explicit) imperative inceptive (past)
aux_3X_imp_inc_prs,aseya,as.ˈej.a,auxiliary-form: 3rd (explicit) imperative inceptive (present)
aux_3X_imp_inc_fut,aseyo,as.ˈej.o,auxiliary-form: 3rd (explicit) imperative inceptive (future)
aux_3X_imp_ces_pst,asepe,as.ˈep.e,auxiliary-form: 3rd (explicit) imperative cessative (past)
aux_3X_imp_ces_prs,asepa,as.ˈep.a,auxiliary-form: 3rd (explicit) imperative cessative (present)
aux_3X_imp_ces_fut,asepo,as.ˈep.o,auxiliary-form: 3rd (explicit) imperative cessative (future)
aux_3X_imp_rem_pst,asehe,as.ˈeh.e,auxiliary-form: 3rd (explicit) imperative remote (past)
aux_3X_imp_rem_prs,aseha,as.ˈeh.a,auxiliary-form: 3rd (explicit) imperative remote (present)
aux_3X_imp_rem_fut,aseho,as.ˈeh.o,auxiliary-form: 3rd (explicit) imperative remote (future)
aux_3X_imp_ref_sim_pst,asetefe,as.et.ˈef.e,auxiliary-form: 3rd (explicit) imperative reflexive simple (past)
aux_3X_imp_ref_sim_prs,asetefa,as.et.ˈef.a,auxiliary-form: 3rd (explicit) imperative reflexive simple (present)
aux_3X_imp_ref_sim_fut,asetefo,as.et.ˈef.o,auxiliary-form: 3rd (explicit) imperative reflexive simple (future)
aux_3X_imp_ref_ipf_pst,asetethe,as.et.ˈeθ.e,auxiliary-form: 3rd (explicit) imperative reflexive imperfective (past)
aux_3X_imp_ref_ipf_prs,asetetha,as.et.ˈeθ.a,auxiliary-form: 3rd (explicit) imperative reflexive imperfective (present)
aux_3X_imp_ref_ipf_fut,asetetho,as.et.ˈeθ.o,auxiliary-form: 3rd (explicit) imperative reflexive imperfective (future)
aux_3X_imp_ref_prf_pst,asetelhe,as.et.ˈeɬ.e,auxiliary-form: 3rd (explicit) imperative reflexive perfect (past)
aux_3X_imp_ref_prf_prs,asetelha,as.et.ˈeɬ.a,auxiliary-form: 3rd (explicit) imperative reflexive perfect (present)
aux_3X_imp_ref_prf_fut,asetelho,as.et.ˈeɬ.o,auxiliary-form: 3rd (explicit) imperative reflexive perfect (future)
aux_3X_imp_ref_nea_pst,asetetle,as.et.ˈeƛ.e,auxiliary-form: 3rd (explicit) imperative reflexive near (past)
aux_3X_imp_ref_nea_prs,asetetla,as.et.ˈeƛ.a,auxiliary-form: 3rd (explicit) imperative reflexive near (present)
aux_3X_imp_ref_nea_fut,asetetlo,as.et.ˈeƛ.o,auxiliary-form: 3rd (explicit) imperative reflexive near (future)
aux_3X_imp_ref_imm_pst,aseteke,as.et.ˈek.e,auxiliary-form: 3rd (explicit) imperative reflexive immediate (past)
aux_3X_imp_ref_imm_prs,aseteka,as.et.ˈek.a,auxiliary-form: 3rd (explicit) imperative reflexive immediate (present)
aux_3X_imp_ref_imm_fut,aseteko,as.et.ˈek.o,auxiliary-form: 3rd (explicit) imperative reflexive immediate (future)
aux_3X_imp_ref_hab_pst,aseteme,as.et.ˈem.e,auxiliary-form: 3rd (explicit) imperative reflexive habitual (past)
aux_3X_imp_ref_hab_prs,asetema,as.et.ˈem.a,auxiliary-form: 3rd (explicit) imperative reflexive habitual (present)
aux_3X_imp_ref_hab_fut,asetemo,as.et.ˈem.o,auxiliary-form: 3rd (explicit) imperative reflexive habitual (future)
aux_3X_imp_ref_pro_pst,asetese,as.et.ˈes.e,auxiliary-form: 3rd (explicit) imperative reflexive progressive (past)
aux_3X_imp_ref_pro_prs,asetesa,as.et.ˈes.a,auxiliary-form: 3rd (explicit) imperative reflexive progressive (present)
aux_3X_imp_ref_pro_fut,aseteso,as.et.ˈes.o,auxiliary-form: 3rd (explicit) imperative reflexive progressive (future)
aux_3X_imp_ref_cnt_pst,aseteshe,as.et.ˈeʃ.e,auxiliary-form: 3rd (explicit) imperative reflexive continuous (past)
aux_3X_imp_ref_cnt_prs,asetesha,as.et.ˈeʃ.a,auxiliary-form: 3rd (explicit) imperative reflexive continuous (present)
aux_3X_imp_ref_cnt_fut,asetesho,as.et.ˈeʃ.o,auxiliary-form: 3rd (explicit) imperative reflexive continuous (future)
aux_3X_imp_ref_itr_pst,asetene,as.et.ˈen.e,auxiliary-form: 3rd (explicit) imperative reflexive iterative (past)
aux_3X_imp_ref_itr_prs,asetena,as.et.ˈen.a,auxiliary-form: 3rd (explicit) imperative reflexive iterative (present)
aux_3X_imp_ref_itr_fut,aseteno,as.et.ˈen.o,auxiliary-form: 3rd (explicit) imperative reflexive iterative (future)
aux_3X_imp_ref_inc_pst,aseteye,as.et.ˈej.e,auxiliary-form: 3rd (explicit) imperative reflexive inceptive (past)
aux_3X_imp_ref_inc_prs,aseteya,as.et.ˈej.a,auxiliary-form: 3rd (explicit) imperative reflexive inceptive (present)
aux_3X_imp_ref_inc_fut,aseteyo,as.et.ˈej.o,auxiliary-form: 3rd (explicit) imperative reflexive inceptive (future)
aux_3X_imp_ref_ces_pst,asetepe,as.et.ˈep.e,auxiliary-form: 3rd (explicit) imperative reflexive cessative (past)
aux_3X_imp_ref_ces_prs,asetepa,as.et.ˈep.a,auxiliary-form: 3rd (explicit) imperative reflexive cessative (present)
aux_3X_imp_ref_ces_fut,asetepo,as.et.ˈep.o,auxiliary-form: 3rd (explicit) imperative reflexive cessative (future)
aux_3X_imp_ref_rem_pst,asetehe,as.et.ˈeh.e,auxiliary-form: 3rd (explicit) imperative reflexive remote (past)
aux_3X_imp_ref_rem_prs,aseteha,as.et.ˈeh.a,auxiliary-form: 3rd (explicit) imperative reflexive remote (present)
aux_3X_imp_ref_rem_fut,aseteho,as.et.ˈeh.o,auxiliary-form: 3rd (explicit) imperative reflexive remote (future)
aux_3X_imp_pas_sim_pst,asepafe,as.ep.ˈaf.e,auxiliary-form: 3rd (explicit) imperative passive simple (past)
aux_3X_imp_pas_sim_prs,asepafa,as.ep.ˈaf.a,auxiliary-form: 3rd (explicit) imperative passive simple (present)
aux_3X_imp_pas_sim_fut,asepafo,as.ep.ˈaf.o,auxiliary-form: 3rd (explicit) imperative passive simple (future)
aux_3X_imp_pas_ipf_pst,asepathe,as.ep.ˈaθ.e,auxiliary-form: 3rd (explicit) imperative passive imperfective (past)
aux_3X_imp_pas_ipf_prs,asepatha,as.ep.ˈaθ.a,auxiliary-form: 3rd (explicit) imperative passive imperfective (present)
aux_3X_imp_pas_ipf_fut,asepatho,as.ep.ˈaθ.o,auxiliary-form: 3rd (explicit) imperative passive imperfective (future)
aux_3X_imp_pas_prf_pst,asepalhe,as.ep.ˈaɬ.e,auxiliary-form: 3rd (explicit) imperative passive perfect (past)
aux_3X_imp_pas_prf_prs,asepalha,as.ep.ˈaɬ.a,auxiliary-form: 3rd (explicit) imperative passive perfect (present)
aux_3X_imp_pas_prf_fut,asepalho,as.ep.ˈaɬ.o,auxiliary-form: 3rd (explicit) imperative passive perfect (future)
aux_3X_imp_pas_nea_pst,asepatle,as.ep.ˈaƛ.e,auxiliary-form: 3rd (explicit) imperative passive near (past)
aux_3X_imp_pas_nea_prs,asepatla,as.ep.ˈaƛ.a,auxiliary-form: 3rd (explicit) imperative passive near (present)
aux_3X_imp_pas_nea_fut,asepatlo,as.ep.ˈaƛ.o,auxiliary-form: 3rd (explicit) imperative passive near (future)
aux_3X_imp_pas_imm_pst,asepake,as.ep.ˈak.e,auxiliary-form: 3rd (explicit) imperative passive immediate (past)
aux_3X_imp_pas_imm_prs,asepaka,as.ep.ˈak.a,auxiliary-form: 3rd (explicit) imperative passive immediate (present)
aux_3X_imp_pas_imm_fut,asepako,as.ep.ˈak.o,auxiliary-form: 3rd (explicit) imperative passive immediate (future)
aux_3X_imp_pas_hab_pst,asepame,as.ep.ˈam.e,auxiliary-form: 3rd (explicit) imperative passive habitual (past)
aux_3X_imp_pas_hab_prs,asepama,as.ep.ˈam.a,auxiliary-form: 3rd (explicit) imperative passive habitual (present)
aux_3X_imp_pas_hab_fut,asepamo,as.ep.ˈam.o,auxiliary-form: 3rd (explicit) imperative passive habitual (future)
aux_3X_imp_pas_pro_pst,asepase,as.ep.ˈas.e,auxiliary-form: 3rd (explicit) imperative passive progressive (past)
aux_3X_imp_pas_pro_prs,asepasa,as.ep.ˈas.a,auxiliary-form: 3rd (explicit) imperative passive progressive (present)
aux_3X_imp_pas_pro_fut,asepaso,as.ep.ˈas.o,auxiliary-form: 3rd (explicit) imperative passive progressive (future)
aux_3X_imp_pas_cnt_pst,asepashe,as.ep.ˈaʃ.e,auxiliary-form: 3rd (explicit) imperative passive continuous (past)
aux_3X_imp_pas_cnt_prs,asepasha,as.ep.ˈaʃ.a,auxiliary-form: 3rd (explicit) imperative passive continuous (present)
aux_3X_imp_pas_cnt_fut,asepasho,as.ep.ˈaʃ.o,auxiliary-form: 3rd (explicit) imperative passive continuous (future)
aux_3X_imp_pas_itr_pst,asepane,as.ep.ˈan.e,auxiliary-form: 3rd (explicit) imperative passive iterative (past)
aux_3X_imp_pas_itr_prs,asepana,as.ep.ˈan.a,auxiliary-form: 3rd (explicit) imperative passive iterative (present)
aux_3X_imp_pas_itr_fut,asepano,as.ep.ˈan.o,auxiliary-form: 3rd (explicit) imperative passive iterative (future)
aux_3X_imp_pas_inc_pst,asepaye,as.ep.ˈaj.e,auxiliary-form: 3rd (explicit) imperative passive inceptive (past)
aux_3X_imp_pas_inc_prs,asepaya,as.ep.ˈaj.a,auxiliary-form: 3rd (explicit) imperative passive inceptive (present)
aux_3X_imp_pas_inc_fut,asepayo,as.ep.ˈaj.o,auxiliary-form: 3rd (explicit) imperative passive inceptive (future)
aux_3X_imp_pas_ces_pst,asepape,as.ep.ˈap.e,auxiliary-form: 3rd (explicit) imperative passive cessative (past)
aux_3X_imp_pas_ces_prs,asepapa,as.ep.ˈap.a,auxiliary-form: 3rd (explicit) imperative passive cessative (present)
aux_3X_imp_pas_ces_fut,asepapo,as.ep.ˈap.o,auxiliary-form: 3rd (explicit) imperative passive cessative (future)
aux_3X_imp_pas_rem_pst,asepahe,as.ep.ˈah.e,auxiliary-form: 3rd (explicit) imperative passive remote (past)
aux_3X_imp_pas_rem_prs,asepaha,as.ep.ˈah.a,auxiliary-form: 3rd (explicit) imperative passive remote (present)
aux_3X_imp_pas_rem_fut,asepaho,as.ep.ˈah.o,auxiliary-form: 3rd (explicit) imperative passive remote (future)
aux_3X_imp_mid_sim_pst,asemofe,as.em.ˈof.e,auxiliary-form: 3rd (explicit) imperative middle simple (past)
aux_3X_imp_mid_sim_prs,asemofa,as.em.ˈof.a,auxiliary-form: 3rd (explicit) imperative middle simple (present)
aux_3X_imp_mid_sim_fut,asemofo,as.em.ˈof.o,auxiliary-form: 3rd (explicit) imperative middle simple (future)
aux_3X_imp_mid_ipf_pst,asemothe,as.em.ˈoθ.e,auxiliary-form: 3rd (explicit) imperative middle imperfective (past)
aux_3X_imp_mid_ipf_prs,asemotha,as.em.ˈoθ.a,auxiliary-form: 3rd (explicit) imperative middle imperfective (present)
aux_3X_imp_mid_ipf_fut,asemotho,as.em.ˈoθ.o,auxiliary-form: 3rd (explicit) imperative middle imperfective (future)
aux_3X_imp_mid_prf_pst,asemolhe,as.em.ˈoɬ.e,auxiliary-form: 3rd (explicit) imperative middle perfect (past)
aux_3X_imp_mid_prf_prs,asemolha,as.em.ˈoɬ.a,auxiliary-form: 3rd (explicit) imperative middle perfect (present)
aux_3X_imp_mid_prf_fut,asemolho,as.em.ˈoɬ.o,auxiliary-form: 3rd (explicit) imperative middle perfect (future)
aux_3X_imp_mid_nea_pst,asemotle,as.em.ˈoƛ.e,auxiliary-form: 3rd (explicit) imperative middle near (past)
aux_3X_imp_mid_nea_prs,asemotla,as.em.ˈoƛ.a,auxiliary-form: 3rd (explicit) imperative middle near (present)
aux_3X_imp_mid_nea_fut,asemotlo,as.em.ˈoƛ.o,auxiliary-form: 3rd (explicit) imperative middle near (future)
aux_3X_imp_mid_imm_pst,asemoke,as.em.ˈok.e,auxiliary-form: 3rd (explicit) imperative middle immediate (past)
aux_3X_imp_mid_imm_prs,asemoka,as.em.ˈok.a,auxiliary-form: 3rd (explicit) imperative middle immediate (present)
aux_3X_imp_mid_imm_fut,asemoko,as.em.ˈok.o,auxiliary-form: 3rd (explicit) imperative middle immediate (future)
aux_3X_imp_mid_hab_pst,asemome,as.em.ˈom.e,auxiliary-form: 3rd (explicit) imperative middle habitual (past)
aux_3X_imp_mid_hab_prs,asemoma,as.em.ˈom.a,auxiliary-form: 3rd (explicit) imperative middle habitual (present)
aux_3X_imp_mid_hab_fut,asemomo,as.em.ˈom.o,auxiliary-form: 3rd (explicit) imperative middle habitual (future)
aux_3X_imp_mid_pro_pst,asemose,as.em.ˈos.e,auxiliary-form: 3rd (explicit) imperative middle progressive (past)
aux_3X_imp_mid_pro_prs,asemosa,as.em.ˈos.a,auxiliary-form: 3rd (explicit) imperative middle progressive (present)
aux_3X_imp_mid_pro_fut,asemoso,as.em.ˈos.o,auxiliary-form: 3rd (explicit) imperative middle progressive (future)
aux_3X_imp_mid_cnt_pst,asemoshe,as.em.ˈoʃ.e,auxiliary-form: 3rd (explicit) imperative middle continuous (past)
aux_3X_imp_mid_cnt_prs,asemosha,as.em.ˈoʃ.a,auxiliary-form: 3rd (explicit) imperative middle continuous (present)
aux_3X_imp_mid_cnt_fut,asemosho,as.em.ˈoʃ.o,auxiliary-form: 3rd (explicit) imperative middle continuous (future)
aux_3X_imp_mid_itr_pst,asemone,as.em.ˈon.e,auxiliary-form: 3rd (explicit) imperative middle iterative (past)
